EA20213111(01),2021-10-25 14:00,2021-10-25 14:30,입찰완료,2021-10-25 14:32:54.534644
EA20213125(01),2021-10-25 14:00,2021-10-25 14:30,완료(유찰),2021-10-25 14:32:54.534666
EA20213113(01),2021-10-25 14:00,2021-10-25 14:30,입찰완료,2021-10-25 14:32:54.534675
EA20213112(01),2021-10-25 14:00,2021-10-25 14:30,완료(유찰),2021-10-25 14:32:54.534683
EA20213110(01),2021-10-25 14:00,2021-10-25 14:30,입찰완료,2021-10-25 14:32:54.534691
EA20212938(03),2021-10-25 13:00,2021-10-25 14:00,입찰완료,2021-10-25 14:32:54.534699
EA20213150(01),2021-10-25 13:00,2021-10-25 14:00,입찰완료,2021-10-25 14:32:54.534707
EA20213155(01),2021-10-25 13:00,2021-10-25 14:00,입찰완료,2021-10-25 14:32:54.534714
EA20213154(01),2021-10-25 13:00,2021-10-25 14:00,입찰완료,2021-10-25 14:32:54.534722
EA20212831(02),2021-10-25 10:00,2021-10-25 12:00,완료(유찰),2021-10-25 14:32:54.534730
EA20212830(02),2021-10-25 10:00,2021-10-25 12:00,완료(유찰),2021-10-25 14:32:54.534737
EA20213164(01),2021-10-25 11:00,2021-10-25 11:30,입찰완료,2021-10-25 14:32:54.534745
EA20213141(01),2021-10-25 10:30,2021-10-25 11:00,입찰완료,2021-10-25 14:32:54.534753
EA20213140(01),2021-10-25 10:00,2021-10-25 10:30,입찰완료,2021-10-25 14:32:54.534760
EA20213097(01),2021-10-22 15:20,2021-10-22 17:00,입찰완료,2021-10-25 14:32:54.534768
EA20213072(01),2021-10-22 10:00,2021-10-22 15:00,입찰완료,2021-10-25 14:32:54.534776
EA20213088(01),2021-10-22 14:00,2021-10-22 15:00,입찰완료,2021-10-25 14:32:54.534783
EA20213036(01),2021-10-22 10:00,2021-10-22 15:00,입찰완료,2021-10-25 14:32:54.534791
EA20213070(01),2021-10-22 10:00,2021-10-22 15:00,입찰완료,2021-10-25 14:32:54.534799
EA20213137(01),2021-10-22 13:00,2021-10-22 14:00,입찰완료,2021-10-25 14:32:54.534806
EA20213118(01),2021-10-22 11:00,2021-10-22 11:30,입찰완료,2021-10-25 14:32:54.534814
EA20213095(01),2021-10-22 10:30,2021-10-22 11:00,입찰완료,2021-10-25 14:32:54.534821
EA20213121(01),2021-10-22 09:00,2021-10-22 10:30,입찰완료,2021-10-25 14:32:54.534829
EA20213123(01),2021-10-22 09:00,2021-10-22 10:30,입찰완료,2021-10-25 14:32:54.534837
EA20213120(01),2021-10-22 09:00,2021-10-22 10:30,입찰완료,2021-10-25 14:32:54.534844
EA20213028(01),2021-10-22 09:00,2021-10-22 10:30,입찰완료,2021-10-25 14:32:54.534852
EA20212964(01),2021-10-22 10:00,2021-10-22 10:30,입찰완료,2021-10-25 14:32:54.534860
EA20213033(01),2021-10-22 09:00,2021-10-22 10:30,입찰완료,2021-10-25 14:32:54.534867
EA20213035(01),2021-10-22 09:00,2021-10-22 10:30,입찰완료,2021-10-25 14:32:54.534875
EA20213034(01),2021-10-22 09:00,2021-10-22 10:30,입찰완료,2021-10-25 14:32:54.534883
EA20213117(01),2021-10-22 09:00,2021-10-22 10:30,입찰완료,2021-10-25 14:32:54.534890
EA20213119(01),2021-10-22 09:00,2021-10-22 10:30,입찰완료,2021-10-25 14:32:54.534898
EA20212941(01),2021-10-21 13:00,2021-10-21 15:00,입찰완료,2021-10-25 14:32:54.534905
EA20212810(02),2021-10-21 11:30,2021-10-21 12:00,입찰완료,2021-10-25 14:32:54.534913
EA20213078(01),2021-10-21 11:00,2021-10-21 11:30,입찰완료,2021-10-25 14:32:54.534921
EA20213001(02),2021-10-21 10:30,2021-10-21 11:00,입찰완료,2021-10-25 14:32:54.534929
EA20212912(02),2021-10-21 10:00,2021-10-21 10:30,입찰완료,2021-10-25 14:32:54.534936
EA20212519(03),2021-10-21 10:00,2021-10-21 10:30,완료(유찰),2021-10-25 14:32:54.534944
EA20212977(02),2021-10-21 09:00,2021-10-21 10:00,입찰완료,2021-10-25 14:32:54.534952
EA20212949(02),2021-10-20 13:00,2021-10-20 15:00,입찰완료,2021-10-25 14:32:54.534959
EA20213037(01),2021-10-20 10:00,2021-10-20 15:00,입찰완료,2021-10-25 14:32:54.534967
EA20213054(01),2021-10-20 10:00,2021-10-20 15:00,입찰완료,2021-10-25 14:32:54.534975
EA20213061(01),2021-10-20 13:00,2021-10-20 15:00,입찰완료,2021-10-25 14:32:54.534982
EA20213046(01),2021-10-20 10:00,2021-10-20 12:00,입찰완료,2021-10-25 14:32:54.535021
EA20213092(01),2021-10-20 11:30,2021-10-20 12:00,입찰완료,2021-10-25 14:32:54.535032
EA20213080(01),2021-10-20 11:00,2021-10-20 11:30,입찰완료,2021-10-25 14:32:54.535040
EA20213093(01),2021-10-20 10:00,2021-10-20 10:30,입찰완료,2021-10-25 14:32:54.535048
EA20213079(01),2021-10-20 10:00,2021-10-20 10:30,입찰완료,2021-10-25 14:32:54.535056
EA20212884(02),2021-10-19 10:00,2021-10-19 15:00,입찰완료,2021-10-25 14:32:54.535063
EA20212925(02),2021-10-19 10:00,2021-10-19 15:00,입찰완료,2021-10-25 14:32:54.535071
EA20213077(01),2021-10-19 13:00,2021-10-19 14:00,입찰완료,2021-10-25 14:32:54.535078
EA20213050(01),2021-10-19 10:00,2021-10-19 11:00,입찰완료,2021-10-25 14:32:54.535086
EA20213063(01),2021-10-19 10:00,2021-10-19 10:30,입찰완료,2021-10-25 14:32:54.535094
EA20213012(01),2021-10-18 16:40,2021-10-18 17:00,입찰완료,2021-10-25 14:32:54.535102
EA20212979(01),2021-10-18 10:00,2021-10-18 15:00,입찰완료,2021-10-25 14:32:54.535109
EA20212754(01),2021-10-18 10:00,2021-10-18 15:00,입찰완료,2021-10-25 14:32:54.535117
EA20212682(01),2021-10-18 14:00,2021-10-18 15:00,입찰완료,2021-10-25 14:32:54.535125
EA20213013(01),2021-10-18 13:00,2021-10-18 15:00,입찰완료,2021-10-25 14:32:54.535132
EA20213015(01),2021-10-18 10:00,2021-10-18 15:00,입찰완료,2021-10-25 14:32:54.535140
EA20213016(01),2021-10-18 13:00,2021-10-18 15:00,입찰완료,2021-10-25 14:32:54.535148
EA20213024(01),2021-10-18 13:00,2021-10-18 15:00,입찰완료,2021-10-25 14:32:54.535155
EA20213023(01),2021-10-18 13:00,2021-10-18 15:00,입찰완료,2021-10-25 14:32:54.535163
EA20213017(01),2021-10-18 13:00,2021-10-18 15:00,입찰완료,2021-10-25 14:32:54.535171
EA20213018(01),2021-10-18 13:00,2021-10-18 15:00,입찰완료,2021-10-25 14:32:54.535178
EA20212978(01),2021-10-15 10:00,2021-10-15 15:00,입찰완료,2021-10-25 14:32:54.535186
EA20212981(01),2021-10-15 10:00,2021-10-15 15:00,입찰완료,2021-10-25 14:32:54.535195
EA20213011(01),2021-10-15 13:00,2021-10-15 15:00,입찰완료,2021-10-25 14:32:54.535202
EA20213042(01),2021-10-15 13:00,2021-10-15 14:00,입찰완료,2021-10-25 14:32:54.535226
EA20212937(01),2021-10-14 10:00,2021-10-14 15:00,입찰완료,2021-10-25 14:32:54.535235
EA20212858(02),2021-10-14 10:00,2021-10-14 15:00,입찰완료,2021-10-25 14:32:54.535243
EA20212926(01),2021-10-14 10:00,2021-10-14 15:00,입찰완료,2021-10-25 14:32:54.535250
EA20212828(02),2021-10-14 13:00,2021-10-14 15:00,입찰완료,2021-10-25 14:32:54.535258
EA20212705(02),2021-10-14 13:00,2021-10-14 15:00,입찰완료,2021-10-25 14:32:54.535266
EA20212972(01),2021-10-14 13:00,2021-10-14 15:00,입찰완료,2021-10-25 14:32:54.535274
EA20212901(02),2021-10-14 13:00,2021-10-14 14:00,입찰완료,2021-10-25 14:32:54.535281
EA20212838(03),2021-10-14 13:00,2021-10-14 14:00,입찰완료,2021-10-25 14:32:54.535289
EA20213021(01),2021-10-14 10:30,2021-10-14 11:00,입찰완료,2021-10-25 14:32:54.535297
EA20213022(01),2021-10-14 10:00,2021-10-14 10:30,입찰완료,2021-10-25 14:32:54.535305
EA20212975(01),2021-10-14 09:00,2021-10-14 10:00,입찰완료,2021-10-25 14:32:54.535313
EA20213006(01),2021-10-14 09:00,2021-10-14 10:00,입찰완료,2021-10-25 14:32:54.535332
EA20212971(01),2021-10-14 09:00,2021-10-14 10:00,입찰완료,2021-10-25 14:32:54.535344
EA20212974(01),2021-10-14 09:00,2021-10-14 10:00,입찰완료,2021-10-25 14:32:54.535374
EA20212976(01),2021-10-14 09:00,2021-10-14 10:00,입찰완료,2021-10-25 14:32:54.535399
EA20212723(03),2021-10-13 15:50,2021-10-13 16:20,입찰완료,2021-10-25 14:32:54.535425
EA20212893(02),2021-10-13 13:00,2021-10-13 15:00,입찰완료,2021-10-25 14:32:54.535433
EA20212832(02),2021-10-13 13:00,2021-10-13 15:00,입찰완료,2021-10-25 14:32:54.535441
EA20212942(01),2021-10-13 13:00,2021-10-13 15:00,입찰완료,2021-10-25 14:32:54.535449
EA20212985(01),2021-10-13 13:00,2021-10-13 14:00,입찰완료,2021-10-25 14:32:54.535474
EA20212994(01),2021-10-13 13:00,2021-10-13 14:00,입찰완료,2021-10-25 14:32:54.535482
EA20212993(01),2021-10-13 13:00,2021-10-13 14:00,입찰완료,2021-10-25 14:32:54.535489
EA20212991(01),2021-10-13 13:00,2021-10-13 14:00,입찰완료,2021-10-25 14:32:54.535497
EA20212992(01),2021-10-13 13:00,2021-10-13 14:00,입찰완료,2021-10-25 14:32:54.535505
EA20212995(01),2021-10-13 13:00,2021-10-13 14:00,입찰완료,2021-10-25 14:32:54.535557
EA20212996(01),2021-10-13 13:00,2021-10-13 14:00,입찰완료,2021-10-25 14:32:54.535569
EA20213002(01),2021-10-13 11:30,2021-10-13 12:00,입찰완료,2021-10-25 14:32:54.535577
EA20212998(01),2021-10-13 10:30,2021-10-13 11:00,입찰완료,2021-10-25 14:32:54.535584
EA20212997(01),2021-10-13 10:00,2021-10-13 10:30,입찰완료,2021-10-25 14:32:54.535592
EA20212924(01),2021-10-12 16:30,2021-10-12 17:30,입찰완료,2021-10-25 14:32:54.535600
EA20212888(01),2021-10-12 09:00,2021-10-12 17:00,입찰완료,2021-10-25 14:32:54.535608
EA20212930(01),2021-10-12 13:00,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535615
EA20212887(01),2021-10-12 10:00,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535623
EA20212885(01),2021-10-12 10:00,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535631
EA20212883(01),2021-10-12 10:00,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535639
EA20212840(02),2021-10-12 13:00,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535647
EA20212818(02),2021-10-12 13:00,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535654
EA20212891(01),2021-10-12 13:00,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535662
EA20212892(01),2021-10-12 13:00,2021-10-12 15:00,입찰완료,2021-10-25 14:32:54.535670
